"i","Mg.T","Mg.free","Mg.free.NTP","Mg.free.WMCM"
84,5.28706855548061,0.0459832752418643,0.0473984471245724,1.66960059715177
84,5.47104444677881,0.0481527296869532,0.0494407763531067,1.73359912327578
84,5.66142220864553,0.050201835601334,0.0513713401828077,1.79881307386377
84,5.85842460911021,0.0523713810709225,0.0538097753871615,1.86659047570781
84,6.06228216793592,0.0545320714461161,0.0559798111001301,1.93703667328749
84,6.2732334263589,0.0570573032409085,0.0584844875463695,2.01026142623952
84,6.49152522621456,0.0593611521019084,0.0612968314336871,2.08637908640064
84,6.71741299877609,0.0621369104051604,0.0640748721788014,2.16550878081896
84,6.95116106364409,0.0648256927586591,0.0668193555848467,2.24777460085432
84,7.19304293803659,0.0678092124665255,0.0700975445807087,2.33330579748815
84,7.4433416568417,0.071124434869707,0.0734084883909868,2.42223698296285
84,7.70235010380708,0.0744753426576432,0.0766280656253086,2.51470833887131
84,7.97037135425405,0.0779399429900396,0.0805088001830959,2.61493026363145
84,8.24771902971715,0.0816723406984114,0.0844376801869063,2.71610021189814
84,8.53471766492427,0.0854488704989935,0.0883980595398037,2.82153807558297
84,8.83170308754667,0.0896164764829507,0.0928730240516644,2.931535338771
84,9.13902281116332,0.0942982885659843,0.0975470830415642,3.04618186910637
84,9.4570364418993,0.0989657994859677,0.102760680274295,3.16569130284832
84,9.78611609921423,0.104030296229243,0.108194507998296,3.29028736216835
84,10.1266468513329,0.109286332285183,0.113789420963628,3.42020427719165
84,10.4790271658277,0.115210432494337,0.120080908017208,3.55869962144766
84,10.8436693758806,0.121286981530805,0.12670958241869,3.69823735349268
84,11.2210001627687,0.127933681520365,0.133868913513879,3.84446586693347
84,11.6114610551403,0.135013091855896,0.141530857764566,3.99838235964262
84,12.0155089456635,0.142804183184823,0.149838195091245,4.15905336143731
84,12.4336166256535,0.151057094340985,0.158921508326223,4.32679629628143
84,12.8662733383027,0.159985649952743,0.168694671843029,4.50085479251902
84,13.3139853511622,0.169815829198259,0.179260807462649,4.68451803845142
84,13.7772765485446,0.180347870991017,0.191345529481105,4.8752043809858
84,14.2566890445397,0.191643244410403,0.204199800597769,5.07057437266868
84,14.7527838173627,0.204211399186905,0.218146408045171,5.28083845571653
84,15.266141365775,0.218290052314868,0.234180654932847,5.50001944861146
