"Well","A","B","Tm","invT","Helix","Condition"
"C6",222.749434934811,200,45.9997269558358,0.00313332556959505,"G","Ecoli80"
"C7",222.749434934811,150,46.2775115178378,0.0031306007276839,"G","Ecoli80"
"C8",222.749434934811,100,46.4886611842402,0.00312853268842719,"G","Ecoli80"
"D1",190.603984228862,1000,66.915286784993,0.00294061181443742,"I","Ecoli80"
"D2",190.603984228862,800,66.3872999608889,0.00294518452056722,"I","Ecoli80"
"D4",190.603984228862,400,64.1183557550831,0.00296499799917837,"I","Ecoli80"
"D5",190.603984228862,250,63.010201623944,0.00297477213295666,"I","Ecoli80"
"D6",190.603984228862,200,62.3767060467668,0.00298038869031372,"I","Ecoli80"
"D7",190.603984228862,150,62.1667462013533,0.00298225487193387,"I","Ecoli80"
"D8",190.603984228862,100,61.2164619378579,0.00299073057209264,"I","Ecoli80"
"D9",190.603984228862,50,61.3681740463984,0.00298937420321234,"I","Ecoli80"
"E1",190.603984228862,1000,66.8624881025826,0.00294106844598689,"I","Ecoli80"
"E2",190.603984228862,800,66.0705078664264,0.00294793497683745,"I","Ecoli80"
"E3",190.603984228862,600,65.4381997434715,0.00295344019891314,"I","Ecoli80"
"E4",190.603984228862,400,64.3823245527608,0.00296267920805815,"I","Ecoli80"
"E5",190.603984228862,250,63.010201623944,0.00297477213295666,"I","Ecoli80"
"E6",190.603984228862,200,61.7960017676877,0.00298555586489306,"I","Ecoli80"
"E7",190.603984228862,150,62.1667462013533,0.00298225487193387,"I","Ecoli80"
"E8",190.603984228862,100,61.7443976397998,0.00298601591142639,"I","Ecoli80"
"E9",190.603984228862,50,60.8401503007327,0.00299410027241694,"I","Ecoli80"
"F1",190.603984228862,1000,66.5984946905305,0.00294335373262177,"I","Ecoli80"
"F2",190.603984228862,800,66.0705078664264,0.00294793497683745,"I","Ecoli80"
"F3",190.603984228862,600,65.4381997434715,0.00295344019891314,"I","Ecoli80"
"F4",190.603984228862,400,64.1711495146186,0.00296453395062518,"I","Ecoli80"
"F5",190.603984228862,250,62.7990364315516,0.00297664196516827,"I","Ecoli80"
"F6",190.603984228862,200,61.9015843638839,0.00298461504636237,"I","Ecoli80"
"F7",190.603984228862,150,61.8499847801882,0.00298507476248441,"I","Ecoli80"
"F8",190.603984228862,100,61.4804297888288,0.00298837138221727,"I","Ecoli80"
"F9",190.603984228862,50,61.3681740463984,0.00298937420321234,"I","Ecoli80"
"A1",206.320399194742,1000,46.3245014919079,0.00313014026261914,"J","Ecoli80"
"A2",206.320399194742,800,45.4797286322643,0.00313843910388574,"J","Ecoli80"
"A3",206.320399194742,600,44.8966739644444,0.00314419260398175,"J","Ecoli80"
"A4",206.320399194742,400,43.7350946203964,0.00315571800938735,"J","Ecoli80"
"A5",206.320399194742,250,42.6243731153393,0.00316681809905689,"J","Ecoli80"
"A6",206.320399194742,200,42.2547584814575,0.00317052921082923,"J","Ecoli80"
"A7",206.320399194742,150,41.9383188459019,0.00317371333746289,"J","Ecoli80"
"A8",206.320399194742,100,41.9911212204685,0.00317318157696219,"J","Ecoli80"
"B1",206.320399194742,1000,46.3772997956356,0.00312962304203611,"J","Ecoli80"
"B2",206.320399194742,800,45.7965184546306,0.00313532188670762,"J","Ecoli80"
"B3",206.320399194742,600,44.9494730255375,0.00314367072189308,"J","Ecoli80"
"B4",206.320399194742,400,43.7878936814895,0.00315519229456659,"J","Ecoli80"
"B5",206.320399194742,250,42.5187689342302,0.00316787752990652,"J","Ecoli80"
"B6",206.320399194742,200,42.2019563909029,0.00317106007980627,"J","Ecoli80"
"B7",206.320399194742,150,41.8327140967688,0.00317477739331683,"J","Ecoli80"
"B8",206.320399194742,100,41.8327140967688,0.00317477739331683,"J","Ecoli80"
"C1",206.320399194742,1000,46.3245014919079,0.00313014026261914,"J","Ecoli80"
"C2",206.320399194742,800,45.6909218471752,0.00313636027084163,"J","Ecoli80"
"C3",206.320399194742,600,44.7382767811652,0.00314575929042014,"J","Ecoli80"
"C4",206.320399194742,400,43.8406927425826,0.00315466675487556,"J","Ecoli80"
"C5",206.320399194742,250,42.6771752058939,0.00316628864931613,"J","Ecoli80"
"C6",206.320399194742,200,41.9907480286847,0.00317318533466506,"J","Ecoli80"
"C7",206.320399194742,150,41.8327140967688,0.00317477739331683,"J","Ecoli80"
"C8",206.320399194742,100,41.7799117222022,0.00317530968884942,"J","Ecoli80"
"D1",195.160999304529,1000,59.0478181781782,0.0030102545690521,"F","WMCM"
"D2",195.160999304529,800,58.9950197797798,0.00301073308479237,"F","WMCM"
"D3",195.160999304529,600,58.7819045609129,0.00301266611090857,"F","WMCM"
"D4",195.160999304529,400,58.7819045609129,0.00301266611090857,"F","WMCM"
"D7",195.160999304529,150,57.78028020603,0.00302178452626765,"F","WMCM"
"E9",195.160999304529,50,59.7361135864024,0.00300403038512583,"F","WMCM"
"F1",195.160999304529,1000,60.5789717317317,0.00299644347570714,"F","WMCM"
"F2",195.160999304529,800,60.5261733333333,0.00299691761029946,"F","WMCM"
"F3",195.160999304529,600,60.1019828592112,0.00300073233299401,"F","WMCM"
"F4",195.160999304529,400,59.5739515398919,0.00300549448085076,"F","WMCM"
"F5",195.160999304529,250,58.7846532291652,0.00301264116377029,"F","WMCM"
"F6",195.160999304529,200,58.4679043045285,0.00301551872507369,"F","WMCM"
"F7",195.160999304529,150,58.5194233234835,0.00301505031720902,"F","WMCM"
"F8",195.160999304529,100,58.4666273865225,0.00301553033658481,"F","WMCM"
"F9",195.160999304529,50,59.3137900179059,0.00300784635808351,"F","WMCM"
"A1",248.291798515447,1000,40.0403585905586,0.00319294631067275,"H","WMCM"
"A2",248.291798515447,800,39.0899652664505,0.00320266497322548,"H","WMCM"
"A3",248.291798515447,600,39.4612755467147,0.0031988609439987,"H","WMCM"
"A4",248.291798515447,400,38.7221297784825,0.00320644233490913,"H","WMCM"
"A5",248.291798515447,250,38.5668139361922,0.00320803997504189,"H","WMCM"
"A7",248.291798515447,150,38.242171371035,0.00321138452388536,"H","WMCM"
"A8",248.291798515447,100,39.8790713957157,0.00319459146571038,"H","WMCM"
"B1",248.291798515447,1000,39.8819597032072,0.00319456198960682,"H","WMCM"
"B2",248.291798515447,800,39.5123622993874,0.00319833827341987,"H","WMCM"
"B3",248.291798515447,600,39.1972949152032,0.00320156446455373,"H","WMCM"
"B4",248.291798515447,400,37.7190033787387,0.00321678903052833,"H","WMCM"
"B5",248.291798515447,250,37.5109860808168,0.00321894297901911,"H","WMCM"
"B6",248.291798515447,200,38.4612311506547,0.00320912695061537,"H","WMCM"
"B7",248.291798515447,150,38.9286133168689,0.00320432082599858,"H","WMCM"
"B8",248.291798515447,100,39.8262681691131,0.00319513043544778,"H","WMCM"
"C1",248.291798515447,1000,40.1459578487928,0.00319187009901556,"H","WMCM"
"C2",248.291798515447,800,40.9379522855496,0.00318382157839299,"H","WMCM"
"C3",248.291798515447,600,40.04203293604,0.00319292924096897,"H","WMCM"
"C4",248.291798515447,400,38.5637413995756,0.0032080715964271,"H","WMCM"
"C5",248.291798515447,250,38.6723967217297,0.00320695373556634,"H","WMCM"
"C6",248.291798515447,200,38.8835622928048,0.00320478346192011,"H","WMCM"
"C7",248.291798515447,150,39.4038423562923,0.00319944874924961,"H","WMCM"
"D3",136.05555830963,600,59.1011320569369,0.00300977153579309,"F","Ecoli80"
"D4",136.05555830963,400,58.4675842215015,0.00301552163570451,"F","Ecoli80"
"D5",136.05555830963,250,57.0892792993794,0.00302810738359639,"F","Ecoli80"
"D6",136.05555830963,200,56.9836645151552,0.00302907612123905,"F","Ecoli80"
"D7",136.05555830963,150,56.7822074209309,0.00303092567960238,"F","Ecoli80"
"D8",136.05555830963,100,56.7822074209309,0.00303092567960238,"F","Ecoli80"
"D9",136.05555830963,50,57.462726863053,0.0030246869486492,"F","Ecoli80"
"E1",136.05555830963,1000,60.2069844615015,0.00299978715494856,"F","Ecoli80"
"E2",136.05555830963,800,60.1013763042242,0.00300073779466436,"F","Ecoli80"
"E3",136.05555830963,600,59.3123146687487,0.0030078597058327,"F","Ecoli80"
"E4",136.05555830963,400,58.5203798744545,0.00301504162168031,"F","Ecoli80"
"E5",136.05555830963,250,56.9836645151552,0.00302907612123905,"F","Ecoli80"
"E6",136.05555830963,200,57.3005088678278,0.00302617176601164,"F","Ecoli80"
"E7",136.05555830963,150,56.7822074209309,0.00303092567960238,"F","Ecoli80"
"E8",136.05555830963,100,56.9933570873574,0.00302898719157144,"F","Ecoli80"
"E9",136.05555830963,50,57.2515177434935,0.00302662047931737,"F","Ecoli80"
"F2",136.05555830963,800,60.1541803828629,0.00300026239950339,"F","Ecoli80"
"F3",136.05555830963,600,59.2595190157958,0.00300833743558493,"F","Ecoli80"
"F4",136.05555830963,400,58.5203798744545,0.00301504162168031,"F","Ecoli80"
"F5",136.05555830963,250,57.1420866914915,0.00302762324709901,"F","Ecoli80"
"F6",136.05555830963,200,56.930857123043,0.00302956072253301,"F","Ecoli80"
"F7",136.05555830963,150,56.2543332548649,0.00303578277225116,"F","Ecoli80"
"F8",136.05555830963,100,56.2015458382583,0.00303626933784331,"F","Ecoli80"
"F9",136.05555830963,50,57.6211337027227,0.00302323842109735,"F","Ecoli80"
"A1",197.38981006045,1000,42.3638994667968,0.00316943247726947,"H","Ecoli80"
"A2",197.38981006045,800,40.9911337240741,0.00318328258431241,"H","Ecoli80"
"A3",197.38981006045,600,40.8363078021522,0.00318485225358972,"H","Ecoli80"
"A4",197.38981006045,400,39.8860201306206,0.00319452055256366,"H","Ecoli80"
"A5",197.38981006045,250,38.9901609893093,0.00320368899929622,"H","Ecoli80"
"A6",197.38981006045,200,38.7789957969169,0.00320585778646579,"H","Ecoli80"
"A7",197.38981006045,150,38.8319881784985,0.00320531324849387,"H","Ecoli80"
"A8",197.38981006045,100,38.8319881784985,0.00320531324849387,"H","Ecoli80"
"A9",197.38981006045,50,38.9799672276577,0.00320379362764176,"H","Ecoli80"
"B1",197.38981006045,1000,41.7303152778479,0.00317580982830765,"H","Ecoli80"
"B2",197.38981006045,800,41.0439324064865,0.00318274764996498,"H","Ecoli80"
"B3",197.38981006045,600,40.4667514854454,0.00318860518535283,"H","Ecoli80"
"B4",197.38981006045,400,39.8860201306206,0.00319452055256366,"H","Ecoli80"
"B5",197.38981006045,250,38.831787095015,0.00320531531443355,"H","Ecoli80"
"B6",197.38981006045,200,38.4094567102302,0.00320966023807797,"H","Ecoli80"
"B7",197.38981006045,150,38.5680203275475,0.0032080275594886,"H","Ecoli80"
"B8",197.38981006045,100,38.4624331871672,0.00320911457149516,"H","Ecoli80"
"B9",197.38981006045,50,39.2439791004805,0.00320108602246253,"H","Ecoli80"
"C1",197.38981006045,1000,39.9351600758258,0.00319401916001963,"H","Ecoli80"
"C2",197.38981006045,800,39.9879587582382,0.00319348061143894,"H","Ecoli80"
"C3",197.38981006045,600,40.0444014092092,0.00319290509504809,"H","Ecoli80"
"C4",197.38981006045,400,38.5661761423824,0.00320804653892338,"H","Ecoli80"
"C5",197.38981006045,250,37.8287524311512,0.00321565377757245,"H","Ecoli80"
"C6",197.38981006045,200,38.0399176235435,0.00321347172053862,"H","Ecoli80"
"C7",197.38981006045,150,38.409639616977,0.00320965835378861,"H","Ecoli80"
"C8",197.38981006045,100,39.0959560294494,0.00320260352677133,"H","Ecoli80"
"C9",197.38981006045,50,38.2407339837538,0.00321139934771525,"H","Ecoli80"
