"","Metabolites","Conc.Mg","Mg.free"
"90","NTPCM",0.07375161,0.0701422068429723
"91","WMCM",1.5228,0.485211168028475
"92","WMCM",1.5228,0.486888354066018
"93","WMCM",1.5228,0.503359449741449
"94","WMCM",1.6228,0.525747647479729
"95","WMCM",1.6228,0.503382338101459
"96","WMCM",1.6228,0.505328932288029
"97","WMCM",1.7228,0.520678687004902
"98","WMCM",1.7228,0.544575336064289
"99","WMCM",1.7228,0.548397671678298
"100","WMCM",1.8228,0.594453474503669
"101","WMCM",1.8228,0.579511781924463
"102","WMCM",1.8228,0.591998705562472
"103","WMCM",2.0228,0.650926097964923
"104","WMCM",2.0228,0.630081117908899
"105","WMCM",2.0228,0.657819209227465
"106","WMCM",2.3228,0.74084777232253
"107","WMCM",2.3228,0.728532874711598
"108","WMCM",2.3228,0.755790315177183
"109","WMCM",2.9228,0.807157508658905
"110","WMCM",2.9228,1.00437187392755
"111","WMCM",2.9228,1.00008040897432
"112","WMCM",3.9228,1.67902800175532
"113","WMCM",3.9228,1.65147499539088
"114","WMCM",3.9228,1.59626528116672
"115","WMCM",5.5228,1.79136646776919
"116","WMCM",5.5228,1.72179812110314
"117","WMCM",5.5228,1.72527650490414
"118","WMCM",8.5228,2.2807448108107
"119","WMCM",8.5228,2.60573247336199
"120","WMCM",8.5228,2.60544151227078
"121","WMCM",13.1228,3.70986507980509
"122","WMCM",13.1228,3.73307949405374
"123","WMCM",13.1228,3.94729156222008
"124","WMCM",21.3228,6.19416533731021
"125","WMCM",21.3228,5.92618923443577
"126","WMCM",21.3228,5.63122758081364
"127","WMCM",35.9228,8.17241098536034
"128","WMCM",35.9228,7.8265078346497
"129","WMCM",35.9228,7.69683428719147
"130","WMCM",59.9228,10.257155729201
"131","WMCM",59.9228,9.79499564458788
"132","WMCM",59.9228,9.97644368463979
"133","WMCM",68.9228,11.5327579808172
"134","WMCM",68.9228,13.4750481876198
"135","WMCM",68.9228,13.8037012917438
